"88014848","88016895","LY","LBY","LIBYAN ARAB JAMAHIRIYA"
"88016896","88018943","IR","IRN","ISLAMIC REPUBLIC OF IRAN"
"88018944","88020991","GB","GBR","UNITED KINGDOM"
"88020992","88023039","FR","FRA","FRANCE"
"88023040","88031231","TR","TUR","TURKEY"
"88031232","88047615","KZ","KAZ","KAZAKHSTAN"
"88047616","88049663","RU","RUS","RUSSIAN FEDERATION"
"88049664","88051711","IT","ITA","ITALY"
"88051712","88053759","GB","GBR","UNITED KINGDOM"
"88053760","88055807","RU","RUS","RUSSIAN FEDERATION"
"88055808","88057855","AM","ARM","ARMENIA"
"88057856","88059903","IT","ITA","ITALY"
"88059904","88061951","DE","DEU","GERMANY"
"88061952","88063999","PL","POL","POLAND"
"88064000","88080383","HU","HUN","HUNGARY"
"88080384","88604671","GB","GBR","UNITED KINGDOM"
"88604672","88866815","RU","RUS","RUSSIAN FEDERATION"
"88866816","88932351","KZ","KAZ","KAZAKHSTAN"
"88932352","88940543","RU","RUS","RUSSIAN FEDERATION"
"88940544","88948735","GB","GBR","UNITED KINGDOM"
"88948736","88965119","IT","ITA","ITALY"
"88965120","88997887","AM","ARM","ARMENIA"
"88997888","89063423","DE","DEU","GERMANY"
"89063424","89079807","GB","GBR","UNITED KINGDOM"
"89079808","89096191","NL","NLD","NETHERLANDS"
"89096192","89128959","RU","RUS","RUSSIAN FEDERATION"
"89128960","89260031","GB","GBR","UNITED KINGDOM"
"89260032","89325567","SA","SAU","SAUDI ARABIA"
